Background,Base,Eyewear,Headgear,Mouth,tokenId,Name,File_path
Purple,Zombie,Black Aviator Sunglasses,Mexican Sombrero Hat,Smile,1746,PolyMonkeys #1746,1746.png
Orange,Ghost,Black Aviator Sunglasses,Witch Hat,Neutral,1747,PolyMonkeys #1747,1747.png
Yellow,Normal,Squared Gold Glasses,Mexican Sombrero Hat,Frown,1748,PolyMonkeys #1748,1748.png
Purple,Normal,Monocle,Fedora,Frown,1749,PolyMonkeys #1749,1749.png
Blue,Normal,Rounded Yellow Shades,Bunny Ears,Frown,1750,PolyMonkeys #1750,1750.png
Blue,Zombie,Monocle,Top Hat,Frown,1751,PolyMonkeys #1751,1751.png
Orange,Zombie,Thug Life Glasses,Pirate Hat,Frown,1752,PolyMonkeys #1752,1752.png
Purple,Zombie,None,None,Frown,1753,PolyMonkeys #1753,1753.png
Cyan,Normal,Squared Gold Glasses,Fedora,Frown,1754,PolyMonkeys #1754,1754.png
Purple,Ghost,Squared Gold Glasses,Top Hat,Neutral,1755,PolyMonkeys #1755,1755.png
Purple,Alien,Black Aviator Sunglasses,Fedora,Smile,1756,PolyMonkeys #1756,1756.png
Yellow,Zombie,None,Graduation Hat,Smile,1757,PolyMonkeys #1757,1757.png
Cyan,Alien,Rounded Yellow Shades,Fedora,Smile,1758,PolyMonkeys #1758,1758.png
Blue,Zombie,Monocle,Top Hat,Smile,1759,PolyMonkeys #1759,1759.png
Cyan,Normal,Squared Gold Glasses,Graduation Hat,Frown,1760,PolyMonkeys #1760,1760.png
Red,Normal,None,Bunny Ears,Frown,1761,PolyMonkeys #1761,1761.png
Yellow,Ghost,None,Bunny Ears,Neutral,1762,PolyMonkeys #1762,1762.png
Blue,Ghost,Black Aviator Sunglasses,Witch Hat,Smile,1763,PolyMonkeys #1763,1763.png
Cyan,Ghost,None,Graduation Hat,Smile,1764,PolyMonkeys #1764,1764.png
Blue,Ghost,None,Pirate Hat,Frown,1765,PolyMonkeys #1765,1765.png
Pink,Ghost,Monocle,Cowboy Hat,Smile,1766,PolyMonkeys #1766,1766.png
Yellow,Alien,Squared Gold Glasses,Mexican Sombrero Hat,Smile,1767,PolyMonkeys #1767,1767.png
Purple,Zombie,Thug Life Glasses,Fedora,Smile,1768,PolyMonkeys #1768,1768.png
Cyan,Ghost,Rounded Yellow Shades,Witch Hat,Smile,1769,PolyMonkeys #1769,1769.png
Purple,Ghost,Rounded Yellow Shades,Mexican Sombrero Hat,Frown,1770,PolyMonkeys #1770,1770.png
Cyan,Normal,Thug Life Glasses,None,Neutral,1771,PolyMonkeys #1771,1771.png
Cyan,Ghost,Squared Gold Glasses,Mexican Sombrero Hat,Neutral,1772,PolyMonkeys #1772,1772.png
Yellow,Alien,Rounded Yellow Shades,Bunny Ears,Neutral,1773,PolyMonkeys #1773,1773.png
Pink,Zombie,Rounded Yellow Shades,None,Frown,1774,PolyMonkeys #1774,1774.png
Orange,Alien,None,Witch Hat,Smile,1775,PolyMonkeys #1775,1775.png
Yellow,Normal,Thug Life Glasses,Graduation Hat,Neutral,1776,PolyMonkeys #1776,1776.png
Orange,Alien,Rounded Yellow Shades,Mexican Sombrero Hat,Frown,1777,PolyMonkeys #1777,1777.png
Purple,Ghost,Black Aviator Sunglasses,Top Hat,Smile,1778,PolyMonkeys #1778,1778.png
Orange,Zombie,Black Aviator Sunglasses,None,Smile,1779,PolyMonkeys #1779,1779.png
Pink,Normal,Squared Gold Glasses,Bunny Ears,Smile,1780,PolyMonkeys #1780,1780.png
Purple,Normal,Rounded Yellow Shades,None,Neutral,1781,PolyMonkeys #1781,1781.png
Purple,Ghost,Monocle,Top Hat,Neutral,1782,PolyMonkeys #1782,1782.png
Cyan,Zombie,Thug Life Glasses,None,Frown,1783,PolyMonkeys #1783,1783.png
Purple,Zombie,Black Aviator Sunglasses,None,Neutral,1784,PolyMonkeys #1784,1784.png
Blue,Zombie,None,Graduation Hat,Frown,1785,PolyMonkeys #1785,1785.png
Blue,Ghost,Rounded Yellow Shades,Fedora,Smile,1786,PolyMonkeys #1786,1786.png
Orange,Alien,Black Aviator Sunglasses,Cowboy Hat,Smile,1787,PolyMonkeys #1787,1787.png
Pink,Ghost,Squared Gold Glasses,Graduation Hat,Frown,1788,PolyMonkeys #1788,1788.png
Orange,Zombie,Black Aviator Sunglasses,Pirate Hat,Frown,1789,PolyMonkeys #1789,1789.png
Purple,Zombie,Rounded Yellow Shades,Witch Hat,Neutral,1790,PolyMonkeys #1790,1790.png
Blue,Ghost,Rounded Yellow Shades,None,Smile,1791,PolyMonkeys #1791,1791.png
Orange,Ghost,Rounded Yellow Shades,Witch Hat,Smile,1792,PolyMonkeys #1792,1792.png
Blue,Zombie,Thug Life Glasses,None,Frown,1793,PolyMonkeys #1793,1793.png
Purple,Normal,None,Mexican Sombrero Hat,Frown,1794,PolyMonkeys #1794,1794.png
Orange,Zombie,None,Bunny Ears,Smile,1795,PolyMonkeys #1795,1795.png
Red,Ghost,Black Aviator Sunglasses,Cowboy Hat,Smile,1796,PolyMonkeys #1796,1796.png
Red,Zombie,Thug Life Glasses,None,Neutral,1797,PolyMonkeys #1797,1797.png
Yellow,Ghost,Black Aviator Sunglasses,Mexican Sombrero Hat,Smile,1798,PolyMonkeys #1798,1798.png
Purple,Ghost,Monocle,Fedora,Smile,1799,PolyMonkeys #1799,1799.png
Cyan,Ghost,None,Cowboy Hat,Smile,1800,PolyMonkeys #1800,1800.png
Yellow,Alien,Rounded Yellow Shades,Pirate Hat,Frown,1801,PolyMonkeys #1801,1801.png
Pink,Alien,Rounded Yellow Shades,Mexican Sombrero Hat,Smile,1802,PolyMonkeys #1802,1802.png
Blue,Normal,Black Aviator Sunglasses,Witch Hat,Neutral,1803,PolyMonkeys #1803,1803.png
Blue,Normal,Black Aviator Sunglasses,Graduation Hat,Neutral,1804,PolyMonkeys #1804,1804.png
Yellow,Normal,Rounded Yellow Shades,Mexican Sombrero Hat,Frown,1805,PolyMonkeys #1805,1805.png
Red,Ghost,None,Witch Hat,Frown,1806,PolyMonkeys #1806,1806.png
Cyan,Zombie,Thug Life Glasses,Pirate Hat,Smile,1807,PolyMonkeys #1807,1807.png
Cyan,Normal,None,Top Hat,Neutral,1808,PolyMonkeys #1808,1808.png
Blue,Zombie,Thug Life Glasses,Cowboy Hat,Smile,1809,PolyMonkeys #1809,1809.png
Cyan,Zombie,Rounded Yellow Shades,Fedora,Neutral,1810,PolyMonkeys #1810,1810.png
Cyan,Zombie,None,Top Hat,Neutral,1811,PolyMonkeys #1811,1811.png
Orange,Normal,Monocle,Bunny Ears,Frown,1812,PolyMonkeys #1812,1812.png
Yellow,Alien,Squared Gold Glasses,Bunny Ears,Smile,1813,PolyMonkeys #1813,1813.png
Red,Normal,None,Cowboy Hat,Frown,1814,PolyMonkeys #1814,1814.png
Yellow,Zombie,Black Aviator Sunglasses,Fedora,Frown,1815,PolyMonkeys #1815,1815.png
Cyan,Normal,None,Cowboy Hat,Neutral,1816,PolyMonkeys #1816,1816.png
Pink,Zombie,Squared Gold Glasses,Cowboy Hat,Frown,1817,PolyMonkeys #1817,1817.png
Blue,Normal,Rounded Yellow Shades,Mexican Sombrero Hat,Frown,1818,PolyMonkeys #1818,1818.png
Yellow,Alien,None,Cowboy Hat,Neutral,1819,PolyMonkeys #1819,1819.png
Purple,Zombie,Thug Life Glasses,Top Hat,Smile,1820,PolyMonkeys #1820,1820.png
Red,Zombie,Monocle,Graduation Hat,Smile,1821,PolyMonkeys #1821,1821.png
Purple,Zombie,None,Fedora,Frown,1822,PolyMonkeys #1822,1822.png
Orange,Zombie,Squared Gold Glasses,None,Neutral,1823,PolyMonkeys #1823,1823.png
Red,Normal,None,Top Hat,Neutral,1824,PolyMonkeys #1824,1824.png
Orange,Normal,Thug Life Glasses,None,Smile,1825,PolyMonkeys #1825,1825.png
Cyan,Zombie,Black Aviator Sunglasses,None,Frown,1826,PolyMonkeys #1826,1826.png
Pink,Zombie,None,Cowboy Hat,Neutral,1827,PolyMonkeys #1827,1827.png
Purple,Zombie,None,Mexican Sombrero Hat,Smile,1828,PolyMonkeys #1828,1828.png
Yellow,Normal,Black Aviator Sunglasses,Witch Hat,Neutral,1829,PolyMonkeys #1829,1829.png
Orange,Ghost,Black Aviator Sunglasses,Pirate Hat,Smile,1830,PolyMonkeys #1830,1830.png
Orange,Alien,Black Aviator Sunglasses,Graduation Hat,Neutral,1831,PolyMonkeys #1831,1831.png
Purple,Zombie,Monocle,Graduation Hat,Smile,1832,PolyMonkeys #1832,1832.png
Purple,Ghost,Rounded Yellow Shades,Top Hat,Frown,1833,PolyMonkeys #1833,1833.png
Red,Zombie,Monocle,Top Hat,Smile,1834,PolyMonkeys #1834,1834.png
Pink,Normal,Rounded Yellow Shades,Top Hat,Frown,1835,PolyMonkeys #1835,1835.png
Orange,Zombie,Black Aviator Sunglasses,Witch Hat,Neutral,1836,PolyMonkeys #1836,1836.png
Pink,Zombie,Rounded Yellow Shades,Pirate Hat,Frown,1837,PolyMonkeys #1837,1837.png
Cyan,Alien,None,Witch Hat,Frown,1838,PolyMonkeys #1838,1838.png
Red,Ghost,None,Pirate Hat,Frown,1839,PolyMonkeys #1839,1839.png
Orange,Zombie,Black Aviator Sunglasses,Fedora,Frown,1840,PolyMonkeys #1840,1840.png
Cyan,Ghost,None,Fedora,Smile,1841,PolyMonkeys #1841,1841.png
Red,Zombie,Black Aviator Sunglasses,Witch Hat,Smile,1842,PolyMonkeys #1842,1842.png
Red,Normal,Black Aviator Sunglasses,Pirate Hat,Neutral,1843,PolyMonkeys #1843,1843.png
Cyan,Ghost,Black Aviator Sunglasses,Fedora,Smile,1844,PolyMonkeys #1844,1844.png
Pink,Normal,Squared Gold Glasses,Fedora,Neutral,1845,PolyMonkeys #1845,1845.png
Orange,Normal,Rounded Yellow Shades,Top Hat,Neutral,1846,PolyMonkeys #1846,1846.png
Purple,Zombie,Black Aviator Sunglasses,None,Frown,1847,PolyMonkeys #1847,1847.png
Cyan,Normal,None,Pirate Hat,Smile,1848,PolyMonkeys #1848,1848.png
Yellow,Ghost,Rounded Yellow Shades,Bunny Ears,Smile,1849,PolyMonkeys #1849,1849.png
Red,Ghost,None,Top Hat,Frown,1850,PolyMonkeys #1850,1850.png
Yellow,Alien,None,Fedora,Smile,1851,PolyMonkeys #1851,1851.png
Red,Zombie,Black Aviator Sunglasses,Cowboy Hat,Smile,1852,PolyMonkeys #1852,1852.png
Cyan,Normal,Black Aviator Sunglasses,Top Hat,Neutral,1853,PolyMonkeys #1853,1853.png
Yellow,Normal,None,Pirate Hat,Neutral,1854,PolyMonkeys #1854,1854.png
Pink,Zombie,Monocle,Top Hat,Smile,1855,PolyMonkeys #1855,1855.png
Pink,Zombie,Rounded Yellow Shades,Bunny Ears,Neutral,1856,PolyMonkeys #1856,1856.png
Blue,Zombie,Rounded Yellow Shades,Top Hat,Smile,1857,PolyMonkeys #1857,1857.png
Pink,Zombie,Rounded Yellow Shades,Graduation Hat,Frown,1858,PolyMonkeys #1858,1858.png
Yellow,Ghost,Squared Gold Glasses,Top Hat,Frown,1859,PolyMonkeys #1859,1859.png
Pink,Zombie,Thug Life Glasses,Mexican Sombrero Hat,Smile,1860,PolyMonkeys #1860,1860.png
Orange,Alien,Rounded Yellow Shades,Mexican Sombrero Hat,Smile,1861,PolyMonkeys #1861,1861.png
Yellow,Ghost,None,Cowboy Hat,Frown,1862,PolyMonkeys #1862,1862.png
Cyan,Normal,Rounded Yellow Shades,Top Hat,Frown,1863,PolyMonkeys #1863,1863.png
Orange,Normal,Thug Life Glasses,Witch Hat,Frown,1864,PolyMonkeys #1864,1864.png
Blue,Ghost,Black Aviator Sunglasses,None,Neutral,1865,PolyMonkeys #1865,1865.png
Orange,Normal,Black Aviator Sunglasses,Fedora,Neutral,1866,PolyMonkeys #1866,1866.png
Orange,Zombie,Thug Life Glasses,Pirate Hat,Neutral,1867,PolyMonkeys #1867,1867.png
Yellow,Zombie,Squared Gold Glasses,Mexican Sombrero Hat,Frown,1868,PolyMonkeys #1868,1868.png
Orange,Alien,Black Aviator Sunglasses,Cowboy Hat,Neutral,1869,PolyMonkeys #1869,1869.png
Cyan,Zombie,Rounded Yellow Shades,Graduation Hat,Smile,1870,PolyMonkeys #1870,1870.png
Yellow,Alien,None,Pirate Hat,Neutral,1871,PolyMonkeys #1871,1871.png
Pink,Ghost,Rounded Yellow Shades,Bunny Ears,Frown,1872,PolyMonkeys #1872,1872.png
Pink,Normal,Monocle,None,Smile,1873,PolyMonkeys #1873,1873.png
Yellow,Alien,Black Aviator Sunglasses,Cowboy Hat,Frown,1874,PolyMonkeys #1874,1874.png
Blue,Ghost,Monocle,Pirate Hat,Frown,1875,PolyMonkeys #1875,1875.png
Yellow,Normal,Rounded Yellow Shades,Graduation Hat,Frown,1876,PolyMonkeys #1876,1876.png
Yellow,Alien,Black Aviator Sunglasses,None,Frown,1877,PolyMonkeys #1877,1877.png
Blue,Ghost,Thug Life Glasses,Top Hat,Smile,1878,PolyMonkeys #1878,1878.png
Purple,Normal,Thug Life Glasses,Mexican Sombrero Hat,Smile,1879,PolyMonkeys #1879,1879.png
Orange,Ghost,Black Aviator Sunglasses,Pirate Hat,Frown,1880,PolyMonkeys #1880,1880.png
Orange,Normal,None,Top Hat,Neutral,1881,PolyMonkeys #1881,1881.png
Cyan,Alien,None,None,Smile,1882,PolyMonkeys #1882,1882.png
Cyan,Normal,None,Bunny Ears,Smile,1883,PolyMonkeys #1883,1883.png
Purple,Normal,Squared Gold Glasses,Bunny Ears,Frown,1884,PolyMonkeys #1884,1884.png
Orange,Alien,Squared Gold Glasses,Top Hat,Smile,1885,PolyMonkeys #1885,1885.png
Pink,Alien,Thug Life Glasses,Mexican Sombrero Hat,Neutral,1886,PolyMonkeys #1886,1886.png
Orange,Alien,Squared Gold Glasses,Witch Hat,Frown,1887,PolyMonkeys #1887,1887.png
Yellow,Zombie,Black Aviator Sunglasses,Cowboy Hat,Frown,1888,PolyMonkeys #1888,1888.png
Red,Alien,Rounded Yellow Shades,Top Hat,Neutral,1889,PolyMonkeys #1889,1889.png
Yellow,Alien,Rounded Yellow Shades,None,Smile,1890,PolyMonkeys #1890,1890.png
Yellow,Alien,Black Aviator Sunglasses,Top Hat,Smile,1891,PolyMonkeys #1891,1891.png
Yellow,Alien,None,Mexican Sombrero Hat,Smile,1892,PolyMonkeys #1892,1892.png
Yellow,Ghost,None,Graduation Hat,Smile,1893,PolyMonkeys #1893,1893.png
Blue,Ghost,Squared Gold Glasses,Cowboy Hat,Neutral,1894,PolyMonkeys #1894,1894.png
Cyan,Ghost,None,None,Smile,1895,PolyMonkeys #1895,1895.png
Purple,Alien,Black Aviator Sunglasses,None,Smile,1896,PolyMonkeys #1896,1896.png
Purple,Alien,Squared Gold Glasses,Top Hat,Frown,1897,PolyMonkeys #1897,1897.png
Orange,Normal,Monocle,Top Hat,Smile,1898,PolyMonkeys #1898,1898.png
Pink,Ghost,Thug Life Glasses,Cowboy Hat,Smile,1899,PolyMonkeys #1899,1899.png
Red,Normal,Monocle,Pirate Hat,Frown,1900,PolyMonkeys #1900,1900.png
Pink,Ghost,Monocle,None,Smile,1901,PolyMonkeys #1901,1901.png
Pink,Ghost,Black Aviator Sunglasses,Fedora,Neutral,1902,PolyMonkeys #1902,1902.png
Yellow,Ghost,None,Fedora,Neutral,1903,PolyMonkeys #1903,1903.png
Cyan,Alien,Squared Gold Glasses,Witch Hat,Frown,1904,PolyMonkeys #1904,1904.png
Yellow,Normal,Squared Gold Glasses,Top Hat,Neutral,1905,PolyMonkeys #1905,1905.png
Blue,Alien,Thug Life Glasses,Top Hat,Frown,1906,PolyMonkeys #1906,1906.png
Blue,Alien,Rounded Yellow Shades,Fedora,Smile,1907,PolyMonkeys #1907,1907.png
Purple,Alien,None,Witch Hat,Smile,1908,PolyMonkeys #1908,1908.png
Orange,Ghost,Rounded Yellow Shades,Top Hat,Frown,1909,PolyMonkeys #1909,1909.png
Red,Normal,Black Aviator Sunglasses,Cowboy Hat,Frown,1910,PolyMonkeys #1910,1910.png
Pink,Alien,Rounded Yellow Shades,Fedora,Neutral,1911,PolyMonkeys #1911,1911.png
Blue,Normal,Rounded Yellow Shades,Mexican Sombrero Hat,Neutral,1912,PolyMonkeys #1912,1912.png
Orange,Ghost,None,Fedora,Neutral,1913,PolyMonkeys #1913,1913.png
Cyan,Normal,Black Aviator Sunglasses,Pirate Hat,Smile,1914,PolyMonkeys #1914,1914.png
Purple,Alien,Rounded Yellow Shades,Top Hat,Neutral,1915,PolyMonkeys #1915,1915.png
Orange,Alien,None,None,Smile,1916,PolyMonkeys #1916,1916.png
Blue,Alien,Black Aviator Sunglasses,Pirate Hat,Neutral,1917,PolyMonkeys #1917,1917.png
Red,Alien,None,None,Frown,1918,PolyMonkeys #1918,1918.png
Blue,Ghost,Black Aviator Sunglasses,Bunny Ears,Smile,1919,PolyMonkeys #1919,1919.png
Pink,Normal,Rounded Yellow Shades,Graduation Hat,Frown,1920,PolyMonkeys #1920,1920.png
Yellow,Zombie,Squared Gold Glasses,Cowboy Hat,Frown,1921,PolyMonkeys #1921,1921.png
Blue,Normal,Squared Gold Glasses,Bunny Ears,Neutral,1922,PolyMonkeys #1922,1922.png
Blue,Zombie,Black Aviator Sunglasses,Top Hat,Smile,1923,PolyMonkeys #1923,1923.png
Blue,Zombie,Monocle,Pirate Hat,Smile,1924,PolyMonkeys #1924,1924.png
Pink,Zombie,None,Pirate Hat,Frown,1925,PolyMonkeys #1925,1925.png
Pink,Normal,Rounded Yellow Shades,Graduation Hat,Smile,1926,PolyMonkeys #1926,1926.png
Cyan,Normal,Black Aviator Sunglasses,Fedora,Neutral,1927,PolyMonkeys #1927,1927.png
Cyan,Normal,Black Aviator Sunglasses,None,Neutral,1928,PolyMonkeys #1928,1928.png
Pink,Normal,Black Aviator Sunglasses,Witch Hat,Neutral,1929,PolyMonkeys #1929,1929.png
Blue,Ghost,Black Aviator Sunglasses,Fedora,Frown,1930,PolyMonkeys #1930,1930.png
Yellow,Zombie,Thug Life Glasses,None,Frown,1931,PolyMonkeys #1931,1931.png
Pink,Ghost,Thug Life Glasses,Pirate Hat,Smile,1932,PolyMonkeys #1932,1932.png
Pink,Alien,Monocle,Top Hat,Smile,1933,PolyMonkeys #1933,1933.png
Blue,Alien,Squared Gold Glasses,None,Smile,1934,PolyMonkeys #1934,1934.png
Red,Normal,Squared Gold Glasses,Fedora,Frown,1935,PolyMonkeys #1935,1935.png
Blue,Alien,Thug Life Glasses,Top Hat,Smile,1936,PolyMonkeys #1936,1936.png
Yellow,Alien,Rounded Yellow Shades,Fedora,Frown,1937,PolyMonkeys #1937,1937.png
Pink,Zombie,Thug Life Glasses,Witch Hat,Frown,1938,PolyMonkeys #1938,1938.png
Blue,Zombie,Squared Gold Glasses,Pirate Hat,Neutral,1939,PolyMonkeys #1939,1939.png
Orange,Normal,Monocle,Pirate Hat,Neutral,1940,PolyMonkeys #1940,1940.png
Orange,Normal,Rounded Yellow Shades,Witch Hat,Neutral,1941,PolyMonkeys #1941,1941.png
Pink,Normal,Monocle,Fedora,Frown,1942,PolyMonkeys #1942,1942.png
Cyan,Ghost,Squared Gold Glasses,Graduation Hat,Smile,1943,PolyMonkeys #1943,1943.png
Orange,Zombie,Rounded Yellow Shades,None,Smile,1944,PolyMonkeys #1944,1944.png
Yellow,Ghost,Monocle,Mexican Sombrero Hat,Smile,1945,PolyMonkeys #1945,1945.png
Pink,Zombie,Thug Life Glasses,Graduation Hat,Smile,1946,PolyMonkeys #1946,1946.png
Cyan,Normal,Black Aviator Sunglasses,Witch Hat,Smile,1947,PolyMonkeys #1947,1947.png
Pink,Normal,Black Aviator Sunglasses,Fedora,Frown,1948,PolyMonkeys #1948,1948.png
Blue,Zombie,Black Aviator Sunglasses,Graduation Hat,Smile,1949,PolyMonkeys #1949,1949.png
Red,Zombie,Monocle,Pirate Hat,Neutral,1950,PolyMonkeys #1950,1950.png
Red,Zombie,None,Witch Hat,Smile,1951,PolyMonkeys #1951,1951.png
Yellow,Zombie,Rounded Yellow Shades,Cowboy Hat,Frown,1952,PolyMonkeys #1952,1952.png
Red,Alien,None,Top Hat,Frown,1953,PolyMonkeys #1953,1953.png
Cyan,Normal,Thug Life Glasses,Pirate Hat,Frown,1954,PolyMonkeys #1954,1954.png
Orange,Zombie,None,Pirate Hat,Frown,1955,PolyMonkeys #1955,1955.png
Blue,Normal,None,Pirate Hat,Neutral,1956,PolyMonkeys #1956,1956.png
Blue,Ghost,None,Witch Hat,Neutral,1957,PolyMonkeys #1957,1957.png
Pink,Zombie,Black Aviator Sunglasses,Witch Hat,Neutral,1958,PolyMonkeys #1958,1958.png
Red,Ghost,Rounded Yellow Shades,Mexican Sombrero Hat,Frown,1959,PolyMonkeys #1959,1959.png
Blue,Zombie,Thug Life Glasses,Mexican Sombrero Hat,Smile,1960,PolyMonkeys #1960,1960.png
Red,Normal,Black Aviator Sunglasses,Top Hat,Frown,1961,PolyMonkeys #1961,1961.png
Pink,Alien,Black Aviator Sunglasses,Fedora,Frown,1962,PolyMonkeys #1962,1962.png
Cyan,Zombie,Monocle,Bunny Ears,Neutral,1963,PolyMonkeys #1963,1963.png
Pink,Alien,Squared Gold Glasses,Top Hat,Frown,1964,PolyMonkeys #1964,1964.png
Yellow,Zombie,Rounded Yellow Shades,Mexican Sombrero Hat,Frown,1965,PolyMonkeys #1965,1965.png
Purple,Normal,Black Aviator Sunglasses,Fedora,Neutral,1966,PolyMonkeys #1966,1966.png
Cyan,Zombie,Rounded Yellow Shades,Pirate Hat,Neutral,1967,PolyMonkeys #1967,1967.png
Purple,Alien,Monocle,None,Smile,1968,PolyMonkeys #1968,1968.png
Purple,Ghost,Thug Life Glasses,Fedora,Smile,1969,PolyMonkeys #1969,1969.png
Purple,Zombie,Squared Gold Glasses,Graduation Hat,Frown,1970,PolyMonkeys #1970,1970.png
Orange,Alien,None,Bunny Ears,Frown,1971,PolyMonkeys #1971,1971.png
Yellow,Zombie,None,Mexican Sombrero Hat,Neutral,1972,PolyMonkeys #1972,1972.png
Yellow,Alien,Black Aviator Sunglasses,Fedora,Frown,1973,PolyMonkeys #1973,1973.png
Yellow,Ghost,Rounded Yellow Shades,Mexican Sombrero Hat,Smile,1974,PolyMonkeys #1974,1974.png
Red,Normal,Squared Gold Glasses,Witch Hat,Neutral,1975,PolyMonkeys #1975,1975.png
Blue,Ghost,Squared Gold Glasses,Mexican Sombrero Hat,Neutral,1976,PolyMonkeys #1976,1976.png
Purple,Alien,None,Bunny Ears,Neutral,1977,PolyMonkeys #1977,1977.png
Yellow,Zombie,Monocle,Witch Hat,Frown,1978,PolyMonkeys #1978,1978.png
Yellow,Normal,Rounded Yellow Shades,Cowboy Hat,Frown,1979,PolyMonkeys #1979,1979.png
Red,Ghost,None,Cowboy Hat,Smile,1980,PolyMonkeys #1980,1980.png
Red,Normal,Black Aviator Sunglasses,None,Neutral,1981,PolyMonkeys #1981,1981.png
Yellow,Normal,Black Aviator Sunglasses,Graduation Hat,Frown,1982,PolyMonkeys #1982,1982.png
Orange,Normal,Squared Gold Glasses,Graduation Hat,Neutral,1983,PolyMonkeys #1983,1983.png
Blue,Alien,Thug Life Glasses,Cowboy Hat,Frown,1984,PolyMonkeys #1984,1984.png
Pink,Zombie,Rounded Yellow Shades,Bunny Ears,Smile,1985,PolyMonkeys #1985,1985.png
Orange,Alien,Rounded Yellow Shades,Bunny Ears,Smile,1986,PolyMonkeys #1986,1986.png
Cyan,Alien,Squared Gold Glasses,Bunny Ears,Smile,1987,PolyMonkeys #1987,1987.png
Blue,Alien,Black Aviator Sunglasses,Top Hat,Smile,1988,PolyMonkeys #1988,1988.png
Orange,Ghost,Monocle,Graduation Hat,Smile,1989,PolyMonkeys #1989,1989.png
Blue,Zombie,Black Aviator Sunglasses,Pirate Hat,Neutral,1990,PolyMonkeys #1990,1990.png
Purple,Normal,Rounded Yellow Shades,Pirate Hat,Neutral,1991,PolyMonkeys #1991,1991.png
Cyan,Ghost,Squared Gold Glasses,Mexican Sombrero Hat,Smile,1992,PolyMonkeys #1992,1992.png
Yellow,Ghost,Squared Gold Glasses,Cowboy Hat,Smile,1993,PolyMonkeys #1993,1993.png
Cyan,Zombie,Thug Life Glasses,Cowboy Hat,Smile,1994,PolyMonkeys #1994,1994.png
Pink,Zombie,Black Aviator Sunglasses,Witch Hat,Frown,1995,PolyMonkeys #1995,1995.png
Yellow,Alien,Rounded Yellow Shades,Witch Hat,Frown,1996,PolyMonkeys #1996,1996.png
Pink,Ghost,None,Bunny Ears,Frown,1997,PolyMonkeys #1997,1997.png
Purple,Zombie,Monocle,Cowboy Hat,Frown,1998,PolyMonkeys #1998,1998.png
Pink,Normal,Squared Gold Glasses,Pirate Hat,Frown,1999,PolyMonkeys #1999,1999.png
Cyan,Alien,None,Graduation Hat,Smile,2000,PolyMonkeys #2000,2000.png
Purple,Normal,Squared Gold Glasses,Cowboy Hat,Smile,2001,PolyMonkeys #2001,2001.png
Orange,Ghost,Thug Life Glasses,Bunny Ears,Smile,2002,PolyMonkeys #2002,2002.png
Purple,Normal,Squared Gold Glasses,Bunny Ears,Smile,2003,PolyMonkeys #2003,2003.png
Red,Zombie,Rounded Yellow Shades,Fedora,Smile,2004,PolyMonkeys #2004,2004.png
Yellow,Normal,Monocle,Mexican Sombrero Hat,Neutral,2005,PolyMonkeys #2005,2005.png
Orange,Zombie,Squared Gold Glasses,Fedora,Neutral,2006,PolyMonkeys #2006,2006.png
Yellow,Ghost,Thug Life Glasses,Fedora,Frown,2007,PolyMonkeys #2007,2007.png
Red,Ghost,Rounded Yellow Shades,Bunny Ears,Smile,2008,PolyMonkeys #2008,2008.png
Cyan,Normal,Squared Gold Glasses,Pirate Hat,Frown,2009,PolyMonkeys #2009,2009.png
Cyan,Normal,Squared Gold Glasses,Top Hat,Neutral,2010,PolyMonkeys #2010,2010.png
Blue,Normal,Rounded Yellow Shades,Cowboy Hat,Smile,2011,PolyMonkeys #2011,2011.png
Red,Normal,Thug Life Glasses,Pirate Hat,Frown,2012,PolyMonkeys #2012,2012.png
Yellow,Ghost,None,Fedora,Frown,2013,PolyMonkeys #2013,2013.png
Cyan,Ghost,Squared Gold Glasses,None,Smile,2014,PolyMonkeys #2014,2014.png
Yellow,Alien,Squared Gold Glasses,Pirate Hat,Smile,2015,PolyMonkeys #2015,2015.png
Pink,Zombie,Monocle,Witch Hat,Neutral,2016,PolyMonkeys #2016,2016.png
Purple,Normal,Thug Life Glasses,Cowboy Hat,Smile,2017,PolyMonkeys #2017,2017.png
Pink,Zombie,None,Bunny Ears,Frown,2018,PolyMonkeys #2018,2018.png
Yellow,Zombie,Thug Life Glasses,Top Hat,Frown,2019,PolyMonkeys #2019,2019.png
Red,Zombie,Thug Life Glasses,Pirate Hat,Smile,2020,PolyMonkeys #2020,2020.png
Orange,Normal,Squared Gold Glasses,Cowboy Hat,Frown,2021,PolyMonkeys #2021,2021.png
Pink,Alien,None,Witch Hat,Frown,2022,PolyMonkeys #2022,2022.png
Orange,Ghost,Thug Life Glasses,Top Hat,Frown,2023,PolyMonkeys #2023,2023.png
Cyan,Normal,Squared Gold Glasses,Mexican Sombrero Hat,Smile,2024,PolyMonkeys #2024,2024.png
Purple,Alien,Squared Gold Glasses,Pirate Hat,Smile,2025,PolyMonkeys #2025,2025.png
Blue,Normal,Rounded Yellow Shades,Bunny Ears,Smile,2026,PolyMonkeys #2026,2026.png
Yellow,Zombie,Thug Life Glasses,Cowboy Hat,Smile,2027,PolyMonkeys #2027,2027.png
Pink,Normal,Thug Life Glasses,None,Frown,2028,PolyMonkeys #2028,2028.png
